replication,n_synthetic,synthetic_source,mechanism,target_missing_rate,observed_missing_rate,method,n_imputed_datasets,runtime_seconds,ari_true_gmm_vs_benchmark,ari_vs_full_data_kmeans,centroid_error_mean,centroid_error_max,cluster_size_error_mean_abs,silhouette
2,2000,/rds/general/user/sp4024/home/final_project/outputs/simulation_gmm_kmeans/synthetic_complete_standardised.csv,MCAR,0.3,0.301925,random_forest,1,6.847326456103474,0.948682665021949,0.9714177402665916,0.06992945281746352,0.12106092441040342,0.0027999999999999995,0.5790899923945341
2,2000,/rds/general/user/sp4024/home/final_project/outputs/simulation_gmm_kmeans/synthetic_complete_standardised.csv,MCAR,0.5,0.504,random_forest,1,11.817321978975087,0.948682665021949,0.9526439922287732,0.10423596913630147,0.19625027546410062,0.0038000000000000004,0.5911801072074552
2,2000,/rds/general/user/sp4024/home/final_project/outputs/simulation_gmm_kmeans/synthetic_complete_standardised.csv,MAR,0.1,0.099925,random_forest,1,7.619172662962228,0.948682665021949,0.9911093788709592,0.015563395290179399,0.019704759299571287,0.001200000000000001,0.5696129714223925
2,2000,/rds/general/user/sp4024/home/final_project/outputs/simulation_gmm_kmeans/synthetic_complete_standardised.csv,MAR,0.3,0.300225,random_forest,1,8.942204507999122,0.948682665021949,0.9520037969297713,0.024375217904544954,0.028890360366181728,0.0032000000000000028,0.5673099391756389
2,2000,/rds/general/user/sp4024/home/final_project/outputs/simulation_gmm_kmeans/synthetic_complete_standardised.csv,MAR,0.5,0.501325,random_forest,1,9.307278268970549,0.948682665021949,0.8646114663188964,0.0974129733597521,0.21800456522082487,0.012799999999999995,0.5445865639624247
2,2000,/rds/general/user/sp4024/home/final_project/outputs/simulation_gmm_kmeans/synthetic_complete_standardised.csv,MNAR,0.1,0.101475,random_forest,1,4.900889318436384,0.948682665021949,0.9910873253059826,0.02532371737267658,0.031784196067828986,0.001200000000000001,0.5740815421291962
2,2000,/rds/general/user/sp4024/home/final_project/outputs/simulation_gmm_kmeans/synthetic_complete_standardised.csv,MNAR,0.3,0.2985,random_forest,1,6.497886677272618,0.948682665021949,0.971719873407127,0.047511743137931564,0.0686146338604887,0.0018000000000000017,0.5669599120518269
2,2000,/rds/general/user/sp4024/home/final_project/outputs/simulation_gmm_kmeans/synthetic_complete_standardised.csv,MNAR,0.5,0.499175,random_forest,1,11.262005564756691,0.948682665021949,0.9065602517833108,0.08932914433009558,0.136464147864363,0.008200000000000002,0.5620887443210321
3,2000,/rds/general/user/sp4024/home/final_project/outputs/simulation_gmm_kmeans/synthetic_complete_standardised.csv,MCAR,0.1,0.0988,random_forest,1,7.55682004801929,0.948682665021949,0.996788585994759,0.02976391291514288,0.06917043727670166,0.0008000000000000007,0.5718875379329631
3,2000,/rds/general/user/sp4024/home/final_project/outputs/simulation_gmm_kmeans/synthetic_complete_standardised.csv,MCAR,0.3,0.2996,random_forest,1,8.859013470821083,0.948682665021949,0.9804455406378799,0.0648592133763606,0.11722333182571906,0.0028000000000000026,0.5816474512538261
