replication,n_synthetic,synthetic_source,mechanism,target_missing_rate,observed_missing_rate,method,n_imputed_datasets,runtime_seconds,ari_true_gmm_vs_benchmark,ari_vs_full_data_kmeans,ari_vs_full_data_kmeans_within_variance,ari_vs_full_data_kmeans_between_variance,ari_vs_full_data_kmeans_total_variance,ari_vs_full_data_kmeans_rubin_se,ari_vs_full_data_kmeans_within_variance_available,centroid_error_mean,centroid_error_mean_within_variance,centroid_error_mean_between_variance,centroid_error_mean_total_variance,centroid_error_mean_rubin_se,centroid_error_mean_within_variance_available,centroid_error_max,centroid_error_max_within_variance,centroid_error_max_between_variance,centroid_error_max_total_variance,centroid_error_max_rubin_se,centroid_error_max_within_variance_available,cluster_size_error_mean_abs,cluster_size_error_mean_abs_within_variance,cluster_size_error_mean_abs_between_variance,cluster_size_error_mean_abs_total_variance,cluster_size_error_mean_abs_rubin_se,cluster_size_error_mean_abs_within_variance_available,silhouette,silhouette_within_variance,silhouette_between_variance,silhouette_total_variance,silhouette_rubin_se,silhouette_within_variance_available
4,2000,/rds/general/user/sp4024/home/final_project/outputs/simulation_gmm_kmeans/synthetic_complete_standardised.csv,MCAR,0.3,0.299675,mice_pmm,10,35.883960430976,0.948682665021949,0.9534689136473912,0.0,2.284386312868216e-05,2.5128249441550376e-05,0.005012808538289726,False,0.11567762186329493,0.0,0.00012990253203938587,0.00014289278524332448,0.011953777028342317,False,0.1799276469608249,0.0,0.0004996434579613315,0.0005496078037574647,0.023443715655959162,False,0.002720000000000001,1.4244415e-05,3.4844444444444495e-07,1.462770388888889e-05,0.003824618136348894,True,0.553619744128548,3.560361423336981e-05,4.665248561781979e-06,4.073538765132999e-05,0.006382428037301321,True
4,2000,/rds/general/user/sp4024/home/final_project/outputs/simulation_gmm_kmeans/synthetic_complete_standardised.csv,MCAR,0.5,0.50365,mice_pmm,10,50.23051305534318,0.948682665021949,0.8705553903353082,0.0,0.0001507166282916316,0.00016578829112079478,0.012875880207612789,False,0.2518611762949269,0.0,0.0001926998805529852,0.00021196986860828372,0.014559185025552897,False,0.32879042897399124,0.0,0.0008286896300402469,0.0009115585930442717,0.030192028634132416,False,0.007380000000000003,1.4243518e-05,1.9240000000000027e-06,1.6359918e-05,0.004044739546621019,True,0.5248264079005589,3.3523121083875745e-05,7.764052920789333e-06,4.206357929674401e-05,0.006485644092666819,True
5,2000,/rds/general/user/sp4024/home/final_project/outputs/simulation_gmm_kmeans/synthetic_complete_standardised.csv,MCAR,0.1,0.10055,mice_pmm,10,14.566821261774749,0.948682665021949,0.9881077526382865,0.0,1.0722590461901732e-05,1.1794849508091907e-05,0.0034343630425585333,False,0.03636820476403378,0.0,1.6910140453356654e-05,1.860115449869232e-05,0.004312905574979856,False,0.06333366777262169,0.0,0.00019781638622659936,0.00021759802484925931,0.014751204183023815,False,0.0008200000000000006,1.4253604e-05,1.2844444444444468e-07,1.4394892888888889e-05,0.003794060211552907,True,0.5650881077863826,3.5053321993821923e-05,1.0120588097524344e-06,3.61665866845496e-05,0.006013866201084756,True
5,2000,/rds/general/user/sp4024/home/final_project/outputs/simulation_gmm_kmeans/synthetic_complete_standardised.csv,MCAR,0.3,0.303925,mice_pmm,10,37.460680732969195,0.948682665021949,0.9575908788759493,0.0,7.258473394405231e-05,7.984320733845755e-05,0.008935502634908546,False,0.12184288938666403,0.0,0.0003147208032040637,0.0003461928835244701,0.018606259256617654,False,0.21616429368965848,0.0,0.0013138868986326106,0.0014452755884958718,0.03801678035415245,False,0.0032200000000000015,1.4263768e-05,1.852888888888892e-06,1.6301945777777782e-05,0.004037566814032652,True,0.5497533242132637,3.515628243765554e-05,4.252697455803028e-06,3.983424963903887e-05,0.006311438000886871,True
5,2000,/rds/general/user/sp4024/home/final_project/outputs/simulation_gmm_kmeans/synthetic_complete_standardised.csv,MCAR,0.5,0.499925,mice_pmm,10,52.831461179070175,0.948682665021949,0.8856907102521591,0.0,8.256204707561367e-05,9.081825178317505e-05,0.009529861057915538,False,0.23430981687039615,0.0,9.975840710728849e-05,0.00010973424781801734,0.010475411582272906,False,0.35185561241777974,0.0,0.002647975320435557,0.002912772852479113,0.053970110732507424,False,0.005800000000000001,1.4208758e-05,7.022222222222234e-07,1.4981202444444446e-05,0.00387055583145941,True,0.5262848103130605,3.381814879557757e-05,2.1170544608365213e-05,5.7105747864779304e-05,0.007556834513523457,True
6,2000,/rds/general/user/sp4024/home/final_project/outputs/simulation_gmm_kmeans/synthetic_complete_standardised.csv,MCAR,0.1,0.1001,mice_pmm,10,14.419101055245847,0.948682665021949,0.9898402115578324,0.0,2.278124930656648e-06,2.505937423722313e-06,0.0015830152948478778,False,0.04343845967601122,0.0,3.497938456946354e-05,3.84773230264099e-05,0.006203009191224038,False,0.07622167300644442,0.0,8.736624006388323e-05,9.610286407027156e-05,0.009803206825843855,False,0.0010200000000000007,1.4254292000000002e-05,5.733333333333344e-08,1.4317358666666668e-05,0.0037838285725791897,True,0.5652375128635094,3.489100268536961e-05,7.15737404264311e-07,3.567831383006035e-05,0.005973132664696168,True
6,2000,/rds/general/user/sp4024/home/final_project/outputs/simulation_gmm_kmeans/synthetic_complete_standardised.csv,MCAR,0.3,0.302125,mice_pmm,10,35.01913943979889,0.948682665021949,0.9533769226180082,0.0,1.1015784236670467e-05,1.2117362660337514e-05,0.003481000238485702,False,0.12430616492473696,0.0,0.00022647132478963538,0.00024911845726859896,0.015783486853943235,False,0.2028835631535341,0.0,0.0011220680118493862,0.001234274813034325,0.03513224748054592,False,0.0028600000000000023,1.4265191e-05,6.493333333333345e-07,1.4979457666666668e-05,0.0038703304337829696,True,0.5515285155667283,3.502181099415941e-05,5.023616979836645e-06,4.054778967197972e-05,0.006367714634936126,True
6,2000,/rds/general/user/sp4024/home/final_project/outputs/simulation_gmm_kmeans/synthetic_complete_standardised.csv,MCAR,0.5,0.501425,mice_pmm,10,49.106841053813696,0.948682665021949,0.8795963011854134,0.0,6.34365782335299e-05,6.978023605688289e-05,0.008353456533488571,False,0.2532309460169665,0.0,0.0005287965104557485,0.0005816761615013234,0.02411796346090033,False,0.43073567721464395,0.0,0.0037451362124441023,0.004119649833688513,0.06418449839087716,False,0.004960000000000001,1.418775e-05,2.560000000000004e-07,1.446935e-05,0.0038038598817516926,True,0.5243603215682414,3.440622281155155e-05,9.687540385532646e-06,4.506251723563747e-05,0.006712862074826018,True
7,2000,/rds/general/user/sp4024/home/final_project/outputs/simulation_gmm_kmeans/synthetic_complete_standardised.csv,MCAR,0.1,0.1016,mice_pmm,10,14.510524638462812,0.948682665021949,0.9847668048727793,0.0,5.1829665645718705e-06,5.701263221029058e-06,0.0023877318151394344,False,0.05847984804151222,0.0,0.00027761134931713304,0.00030537248424884636,0.01747491013564437,False,0.10158294062944262,0.0,0.0009243033408626073,0.001016733674948868,0.03188626153924081,False,0.0018200000000000015,1.4260423000000001e-05,6.528888888888901e-07,1.4978600777777781e-05,0.003870219732492947,True,0.5631496399566409,3.4581592174599436e-05,7.07769015982835e-07,3.5360138092180554e-05,0.005946439110272681,True
7,2000,/rds/general/user/sp4024/home/final_project/outputs/simulation_gmm_kmeans/synthetic_complete_standardised.csv,MCAR,0.3,0.30085,mice_pmm,10,36.96298902109265,0.948682665021949,0.9563803224207283,0.0,2.9017719196895563e-05,3.191949111658512e-05,0.005649733720856685,False,0.13378874694453177,0.0,0.00015067146697127825,0.0001657386136684061,0.012873950973512602,False,0.2176438582464965,0.0,0.0009746092128672635,0.0010720701341539898,0.032742482101300596,False,0.003920000000000003,1.4271417e-05,2.862222222222226e-07,1.4586261444444445e-05,0.003819196439625022,True,0.5500287002224551,3.465666096037784e-05,2.064761001436959e-06,3.69278980619585e-05,0.006076832897320651,True
