cluster,totalmins,logindays,loginwks,pageviews,posts,ptp,ate,totaldays,act_wkpv,dur_wkpv,act_ptp,dur_ptp,act_ate,dur_ate,sdwkpv,sdptp,sdate,rate_wkpv,rate_ptp,rate_ate
1,0.9083528913304838,1.0037315102842537,1.0280275702633084,0.8310710254286879,1.0499133374203797,-0.32110018716183425,1.4290343710644415,0.8314276862368749,1.0137988646381466,0.9219319810530554,-0.2753106108240236,-0.3053001212203294,1.5650818494316598,1.4406456688388427,0.7545954151581802,-0.324727889806045,1.2053861195859148,0.4049865209239742,0.043582980489039136,1.7771174525050917
2,0.054638737062667614,-0.1469244179583385,-0.05153506872363983,0.13095043654221314,-0.5953072898542299,-0.47041587276678576,-0.5160146014305309,0.2215257992517427,-0.055396103876493887,0.03627287459489595,-0.48329233322531,-0.4481763496976234,-0.5222809983184832,-0.4973680674741533,0.11637370394204147,-0.4467994603343065,-0.487600463578736,0.45494297806175127,-0.4850683069974909,-0.5269285715572225
3,0.8766879961942446,0.8599169301765027,0.9334391932632367,0.7941036884887087,0.5809972939184099,1.2484803791733885,-0.2644855120177812,0.8204672137431436,0.9609081882186016,0.9564245765047277,1.4095509895745366,1.2074839147703231,-0.20512253618946388,-0.26293260903139737,0.7066587097597353,1.1226767102496344,-0.25869530580751376,0.24961160486502754,2.001817883231035,0.2567156089338176
4,1.2814848338995943,1.5218926807606783,1.3061608423673678,1.1820318303224504,2.2595741923529973,2.2685001129633995,2.2555480057309043,0.845185312242856,1.3031104853983817,1.0365420648228287,2.17944965701649,2.138284414326526,2.0154312366667595,1.9977166509266069,1.2174826754315813,2.2477080855800895,2.340058366270512,0.610496438563376,1.5500335340816673,1.412719169383055
5,-1.4250366339719638,-1.260627758065488,-1.3497839487458247,-1.4864630376024655,-0.5953209727323511,-0.4703569629179211,-0.516003536772876,-1.5595973073572598,-1.356466461802578,-1.370068132544905,-0.4832151751832788,-0.44810438638954403,-0.5222552368762037,-0.49740030339065805,-1.4078435739015631,-0.44678942655665094,-0.4875791886451884,-1.4138027172827647,-0.48500402318061026,-0.5269198537879842
