totalmins,logindays,loginwks,pageviews,posts,ptp,ate,totaldays,act_wkpv,dur_wkpv,act_ptp,dur_ptp,act_ate,dur_ate,sdwkpv,sdptp,sdate,rate_wkpv,rate_ptp,rate_ate
-0.8464653800236241,-0.6877761109571401,-0.6172865531633697,-1.22353308057221,-0.595255289097112,-0.4704195838077712,-0.5160163243757067,-0.031141878962961098,-0.6223736692019101,-0.7566106134964656,-0.4832693662897841,-0.44811487786901266,-0.5222764064568245,-0.49736026293743857,-1.281412082422034,-0.44680084346174187,-0.48759498602367707,1.0742917369392146,-0.4850048234436678,-0.5268963402740502
-0.6750997539474985,-0.6877761109571401,-0.6172865531633697,-0.8566560970513818,-0.595255289097112,-0.4704195838077712,-0.5160163243757067,-0.3224504125645858,-0.6223736692019101,-0.7566106134964656,-0.4832693662897841,-0.44811487786901266,-0.5222764064568245,-0.49736026293743857,-1.0010120965816374,-0.44680084346174187,-0.48759498602367707,1.0742917369392146,-0.4850048234436678,-0.5268963402740502
0.9288909069810052,1.4050988858064641,1.385061932790428,0.9018635569778436,1.2682240353693173,-0.4704195838077712,1.7287907437028482,0.8266907019108104,1.3843833586537422,1.0136944217471682,-0.4832693662897841,-0.44811487786901266,1.78327900463839,2.5327687139778514,0.8454411520520261,-0.44680084346174187,1.4388151713726236,0.793167045628074,-0.4850048234436678,0.49274494284922826
1.010475477660567,1.2606257867747634,1.2063568871261532,1.0759288834100027,1.689918944049016,2.1314007114937468,1.2208035075965527,0.8153498198032746,1.2052848606571633,1.0136944217471682,2.166577913538003,2.016128061745069,0.6305012990907827,0.34787283958615683,0.8205937863328033,2.026331081755111,1.5234519196634526,0.48952924903377254,1.4792071317839033,2.403753162356098
1.2820684808539529,0.9818173990579872,1.2063568871261532,0.777318942957408,2.4670425550402078,1.542623386506621,2.957623339568812,0.8999629255704708,1.2052848606571633,1.1236634574473399,2.166577913538003,3.276321187794241,2.457610734051115,2.804872996409007,0.6151144323452633,0.9849517580318422,3.0781052461230414,0.28662268808594904,0.3264007325279135,0.764267532071166
0.8700425601409437,0.9246483694334638,0.9916906856480368,0.6999664031095456,0.5473318274759521,0.536101901349425,0.35239359161042305,0.8999629255704708,0.9901460316864966,1.1738831587410365,0.8416542736241095,0.505184421028594,0.6305012990907827,0.34787283958615683,0.580283454064553,0.48669181278522317,0.30824804208255024,-0.09213535316046428,2.4117556501040736,2.403753162356098
0.808691914881722,0.22255849496821065,0.36290963546312277,0.9708798999562294,-0.595255289097112,-0.4704195838077712,-0.5160163243757067,0.7610995062785151,0.3599806032945535,0.887965222147022,-0.4832693662897841,-0.44811487786901266,-0.5222764064568245,-0.49736026293743857,1.0742359310782308,-0.44680084346174187,-0.48759498602367707,-0.46381887382689513,-0.4850048234436678,-0.5268963402740502
-1.4447153940221984,-1.2621332995411914,-1.358776345548796,-1.5010648048314548,-0.595255289097112,-0.4704195838077712,-0.5160163243757067,-1.600531831324421,-1.3654959890132363,-1.3656135934909859,-0.4832693662897841,-0.44811487786901266,-0.5222764064568245,-0.49736026293743857,-1.4125596924082857,-0.44680084346174187,-0.48759498602367707,-1.5551257678295116,-0.4850048234436678,-0.5268963402740502
1.103936383016425,0.645839981716688,0.36290963546312277,0.9342169778273677,2.6657452769472587,3.011572666782805,2.6974822203669366,0.2790230906469665,0.3599806032945535,0.34407391994437925,1.6166849192927177,1.0628287628474629,0.6305012990907827,0.34787283958615683,1.3928097834809035,4.57269488156163,4.5605315715024695,0.3826645111048149,2.4117556501040736,2.403753162356098
-1.4447153940221984,-1.2621332995411914,-1.358776345548796,-1.5010648048314548,-0.595255289097112,-0.4704195838077712,-0.5160163243757067,-1.600531831324421,-1.3654959890132363,-1.3656135934909859,-0.4832693662897841,-0.44811487786901266,-0.5222764064568245,-0.49736026293743857,-1.4125596924082857,-0.44680084346174187,-0.48759498602367707,-1.5551257678295116,-0.4850048234436678,-0.5268963402740502
