component,totalmins,logindays,loginwks,pageviews,posts,ptp,ate,totaldays,act_wkpv,dur_wkpv,act_ptp,dur_ptp,act_ate,dur_ate,sdwkpv,sdptp,sdate,rate_wkpv,rate_ptp,rate_ate
1,0.8692954075733176,0.9801303152943832,0.9913964228275168,0.8178163114973442,0.9331819923926341,-0.4033181514639582,1.3011601551312797,0.8269984401602878,0.9790193558657666,0.9098496077254778,-0.3949411236288579,-0.3845615912758387,1.440483058395685,1.3677023428749304,0.7324121521925206,-0.3845679997119441,1.1073300097312182,0.3882712465903096,-0.29188745854048503,1.732530245373641
2,0.8602187694761144,0.8917986835653193,0.907800607427707,0.810493080098366,0.6901567049921675,1.3518679933123312,-0.3156140360712152,0.8165313774367081,0.9632345092559618,0.9577784581996132,1.5051123346820579,1.3179705465124258,-0.25625078209968427,-0.30230647004737804,0.7389207334563388,1.2133513726772887,-0.3039389026145476,0.25796440307784385,1.948429155911366,0.14940739110213766
3,-1.4447153940221973,-1.2621332995411907,-1.3587763455487967,-1.5010648048314557,-0.5952552890971119,-0.4704195838077715,-0.5160163243757069,-1.6005318313244197,-1.3654959890132357,-1.3656135934909848,-0.4832693662897842,-0.44811487786901294,-0.5222764064568248,-0.49736026293743896,-1.4125596924082864,-0.44680084346174154,-0.4875949860236769,-1.555125767829511,-0.48500482344366747,-0.52689634027405
4,1.247943839139949,1.4914069920866009,1.2929298033362813,1.1515826253388246,2.1731247494770103,2.131636749265804,2.1649477254000087,0.8274921015631007,1.288611415479099,1.0036990660548095,2.0771740646046974,2.0063718698606414,2.024051607354538,1.978649654526468,1.182075657723343,2.08341462291646,2.1648730770198443,0.6538522030031249,1.6308875453309548,1.4486684526031535
5,0.03140793947202884,-0.15030129082819038,-0.05966750822756887,0.10469380054532994,-0.5952552890971112,-0.47041958380777155,-0.5160163243757062,0.2301116995121589,-0.06352692242393936,0.023716705574729796,-0.48326936628978334,-0.44811487786901316,-0.522276406456825,-0.49736026293743835,0.0876391971641754,-0.44680084346174126,-0.48759498602367674,0.46345820590196585,-0.48500482344366724,-0.5268963402740499
