base_random_state,method,mechanism,target_missing_rate,missingness_logit_slope,n_replications,mean_observed_missing_rate,sd_observed_missing_rate,min_observed_missing_rate,max_observed_missing_rate,mean_ari,sd_ari,min_ari,max_ari,mean_centroid_error,sd_centroid_error,min_centroid_error,max_centroid_error,mean_centroid_error_max,sd_centroid_error_max,min_centroid_error_max,max_centroid_error_max,mean_cluster_size_error,sd_cluster_size_error,min_cluster_size_error,max_cluster_size_error,mean_silhouette,sd_silhouette,min_silhouette,max_silhouette,mean_runtime_seconds,sd_runtime_seconds,min_runtime_seconds,max_runtime_seconds
101,kpod,MAR,0.3,-2.5,30,0.30008986928104575,0.004516855235997748,0.2916666666666667,0.30857843137254903,0.46942241256738654,0.04390127029042314,0.4214719591873674,0.6253826273971853,0.7671082625993633,0.1704599659666073,0.09366536520381823,1.028634091061501,2.7261555881612183,0.618075359239489,0.25782700817378085,3.445175397514516,0.01843137254901961,0.016418023594830883,0.0,0.06666666666666668,0.40687656882183354,0.02884671226354113,0.3708162943785557,0.5107675893876197,0.8052294837621351,0.2678296590423526,0.5318081257864833,1.7369786584749818
101,kpod,MAR,0.3,-2.0,30,0.2994281045751634,0.004673218375017349,0.29044117647058826,0.3090686274509804,0.5429799835998119,0.07750959179480388,0.45381871462658036,0.6975929619434971,0.5528356984264003,0.20827151774635877,0.11577646674356652,0.8729909372602378,1.7460984972920535,0.8337769138492319,0.19346480219765763,3.0304124961783288,0.017777777777777778,0.011684801143823847,0.001960784313725486,0.041176470588235294,0.4427970086119544,0.05172144485986838,0.36723279602882225,0.553222581049457,0.9407047602968911,0.27396724360840896,0.5870966082438827,1.6010527489706874
101,kpod,MAR,0.3,-1.25,30,0.29956699346405224,0.004820435720330196,0.29044117647058826,0.3110294117647059,0.6709497823193208,0.07087273200332371,0.5126646518213672,0.8142727823770981,0.36313673887391457,0.14777528888173638,0.1980272057396679,0.7303490528224583,0.7451334918253567,0.48323782899701545,0.2463600527231328,1.9076234955930262,0.018366013071895428,0.013821583195929783,0.003921568627450972,0.052941176470588235,0.5204128780857842,0.03329270402393868,0.4471864818694549,0.5835551602257916,0.7912527272167306,0.20290023191711737,0.5003959937021136,1.4076742511242628
101,kpod,MAR,0.3,-0.75,30,0.2996977124183006,0.005164409137472287,0.28799019607843135,0.31151960784313726,0.7744392715079431,0.060913538918846315,0.6636910308477212,0.9129794846415843,0.37159918294722805,0.1137069807250006,0.2122925912966819,0.7027849180132778,0.5847896631318386,0.27182891053168035,0.30740599997677587,1.4602410190436532,0.01392156862745098,0.006056690820259352,0.005882352941176464,0.03333333333333334,0.5648073481014908,0.021522032017575375,0.5125469604710249,0.61486673566251,0.59505197359249,0.08430700293814716,0.4756156140938401,0.8372589126229286
101,kpod,MAR,0.3,-0.5,30,0.29934640522875816,0.006380454000317266,0.28823529411764703,0.3125,0.8251079240626162,0.04548431393430006,0.7534444211699988,0.9296917617777348,0.36273666787490527,0.07601513025016059,0.23231059202643428,0.5022685289186971,0.6070742493225608,0.18343485436833026,0.31536771751440856,1.0075287126941117,0.013137254901960788,0.005305249609088565,0.001960784313725497,0.025490196078431376,0.5881287089871983,0.013746154902354266,0.5522252514995293,0.6164107449783162,0.5227838709640006,0.07007628804849209,0.42977407667785883,0.7053644582629204
101,kpod,MAR,0.4,-2.5,30,0.4009967320261438,0.006178768653549987,0.3857843137254902,0.4120098039215686,0.5162733985779568,0.030362572727577,0.46563288449034107,0.5608740156287533,1.7624051722911551,0.5795772611906226,0.998988118542995,2.530939760593242,6.396347184441823,2.6947622298198137,3.0337313101847574,10.397127098222123,0.10281045751633987,0.004738542662367978,0.08823529411764705,0.11176470588235295,0.5200859555583508,0.04017155766426053,0.4573229883580706,0.565900631144981,0.8862220337924858,0.250023716555294,0.6614944254979491,1.546559683047235
101,kpod,MAR,0.4,-2.0,30,0.40107843137254906,0.0067656489724863345,0.38063725490196076,0.41568627450980394,0.5037129945019675,0.030599477471606785,0.42212951892324946,0.5412238118466717,1.2130584430181564,0.580282059195822,0.5656989403385861,2.406633141676667,3.9258058135672673,2.343585010738439,1.6143410057860472,9.855418952921834,0.08294117647058824,0.02419144149321904,0.03137254901960784,0.1058823529411765,0.486508597822821,0.040214903703276586,0.3974992500629599,0.5446346732377997,1.0838001396817465,0.3006363164324674,0.6592115322127938,1.7280508251860738
101,kpod,MAR,0.4,-1.25,30,0.40125816993464053,0.006887672459284381,0.39166666666666666,0.4198529411764706,0.5559666958778798,0.05753991440637573,0.42156053704677743,0.6607124955030245,0.5390294221226506,0.1993403237163101,0.23837087100514326,0.9774407357873439,1.1232784400616898,0.6622229962808518,0.34889947653427517,2.851890959162371,0.039281045751633985,0.021420496510248258,0.00784313725490197,0.07058823529411766,0.501794913575183,0.03608990059447008,0.4225491170962576,0.5719610118419404,1.2020068128593266,0.35501516431035923,0.6950952848419547,1.7340477732941508
101,kpod,MAR,0.4,-0.75,30,0.40271241830065363,0.008213132361157257,0.3860294117647059,0.4213235294117647,0.6300926890237676,0.07332750167303927,0.49222533604317675,0.7662463118946246,0.5682049095621343,0.1659710493311011,0.30928053793081955,0.9146862954702282,0.9456658502503709,0.3854770161264032,0.4703493723640787,1.8795950095569711,0.026274509803921566,0.0143220126611591,0.009803921568627454,0.056862745098039215,0.547427788604551,0.03388321749965626,0.46441492678891555,0.6115591661840211,0.7988393512554467,0.21966407934428334,0.5561397559940815,1.6089546838775277
101,kpod,MAR,0.4,-0.5,30,0.4020424836601307,0.008508804983593495,0.3875,0.4181372549019608,0.6847259327776135,0.06622040494134318,0.5365403866192249,0.7936125047872938,0.5888710007887751,0.19122288056523326,0.35582757198068926,1.3451111602194703,1.0047533942885007,0.473390952797668,0.6034754084605002,3.1715957604868965,0.026143790849673203,0.012856003994431184,0.009803921568627454,0.058823529411764705,0.5695120286804997,0.03007092020136273,0.5077546451185428,0.6082256183452398,0.6672967709600925,0.11158668004089302,0.5119850290939212,0.9678213577717543
